Region,Department,Gender,Age,Job_Title,Education_Level,Performance_Score,Work_Hours_Per_Week,Remote_Work_Frequency,Team_Size,Employee_Satisfaction_Score,Industry,Actual_Working_Hours,Employment_Year,Avg_Unemployment_Rate,State_Full,Percent_Treated,Percent_Work_Interference,Percent_Consequences
New York,Marketing,Female,40,Team Lead,Bachelor,5.0,44.0,0,5,3.64675058974246,Finance,47.57092989482278,2015,5.258333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Legal,Male,24,Manager,High School,4.0,35.0,0,1,3.2080858208587224,Retail,63.73386798091676,2014,5.108333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Marketing,Other,50,Manager,Bachelor,3.0,37.0,100,12,3.26175168818218,Telecommunications,37.923051443719885,2015,6.2,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Finance,Male,30,Consultant,Bachelor,3.0,37.0,0,4,2.42511472299429,Retail,56.19424403877,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
California,Marketing,Male,52,Specialist,High School,5.0,40.0,0,17,2.855972597740164,Retail,48.65597812317251,2008,7.291666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Illinois,Marketing,Female,43,Manager,High School,2.0,53.0,50,4,2.6588746612560024,Education,57.460804066514754,2020,7.106436781609196,Illinois,76.0,16.0,16.0
Texas,Operations,Male,24,Consultant,High School,4.0,59.0,75,9,2.5791112763721227,Consulting,60.684888995837376,2009,7.566666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Legal,Female,43,Manager,Bachelor,4.0,38.0,0,10,1.7824310835909367,Consulting,38.78400489271568,2010,12.225,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,Customer Support,Male,45,Team Lead,Bachelor,2.0,40.0,0,13,3.215224753221108,Education,41.454536378592415,2021,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Legal,Male,31,Coordinator,Bachelor,4.0,38.0,0,13,3.2898822029328496,Education,38.94423035254789,2019,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Pennsylvania,Engineering,Male,39,Team Lead,High School,5.0,56.0,0,16,3.3829952375849204,Technology,59.832728928407406,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,HR,Female,57,Analyst,Master,3.0,38.0,100,2,2.9009882627881294,Consulting,66.59156670631779,2020,7.106436781609196,Illinois,76.0,16.0,16.0
California,Finance,Male,31,Manager,Bachelor,4.0,44.0,25,1,3.320041115647168,Consulting,48.37598977642799,2016,5.483333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
Illinois,Sales,Female,58,Analyst,High School,5.0,54.0,100,13,2.027294770994781,Consulting,55.95089946588975,2005,5.683333333333334,Illinois,76.0,16.0,16.0
Georgia,Engineering,Male,44,Developer,High School,3.0,51.0,0,5,3.40439333739282,Retail,53.31134780047476,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Engineering,Male,52,Manager,Master,5.0,49.0,0,6,3.7603535877558967,Healthcare,47.52167624392776,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,HR,Female,54,Developer,High School,4.0,39.0,0,4,3.748111963710718,Telecommunications,56.22665034542551,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Marketing,Female,27,Consultant,Bachelor,3.0,52.0,75,13,3.3803656646636524,Healthcare,54.80920940046537,2012,7.825,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Operations,Female,52,Developer,Bachelor,5.0,46.0,0,6,2.866059333424318,Technology,51.50313283749817,2007,4.2749999999999995,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Operations,Female,52,Consultant,Bachelor,5.0,54.0,0,2,3.1765484422661188,Healthcare,52.11326795225013,2007,4.541666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
California,IT,Male,50,Coordinator,High School,5.0,36.0,0,1,2.4888580680004644,Retail,78.00392489487169,2006,4.916666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Engineering,Male,45,Specialist,Bachelor,4.0,35.0,0,19,4.033089399667884,Telecommunications,85.89241710819002,2016,4.825,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,Operations,Other,27,Manager,Bachelor,3.0,47.0,25,11,3.0685098979378886,Retail,48.399103735461146,2004,5.4750000000000005,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Finance,Female,53,Manager,High School,3.0,49.0,25,18,2.846520210929043,Education,78.28770254472644,2005,5.0,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Finance,Female,26,Coordinator,Bachelor,3.0,43.0,50,13,2.450460045543551,Finance,55.3728085607526,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Legal,Male,45,Developer,Bachelor,3.0,46.0,0,14,2.639235164777488,Education,47.99668930633253,2020,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Sales,Male,39,Specialist,Bachelor,5.0,37.0,0,8,2.8826180558518204,Education,40.54193728819831,2008,6.266666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Engineering,Male,39,Specialist,High School,5.0,56.0,0,16,4.001357806499741,Telecommunications,56.22677443785134,2016,5.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Ohio,Finance,Female,42,Consultant,High School,3.0,37.0,50,1,2.8805840111630188,Technology,37.46279583135063,2020,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Illinois,Legal,Male,33,Team Lead,Bachelor,5.0,47.0,0,15,3.6688128909478817,Finance,48.384571790202976,2005,5.683333333333334,Illinois,76.0,16.0,16.0
California,Operations,Male,49,Developer,High School,5.0,47.0,50,11,4.614507231251597,Education,49.04705986430165,2005,5.3999999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,HR,Male,45,Coordinator,Bachelor,3.0,55.0,100,18,4.173252974430967,Technology,57.642056651774126,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Marketing,Female,26,Analyst,,3.0,47.0,0,7,2.361325842536546,Telecommunications,49.4213222272951,2019,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,Finance,Male,51,Team Lead,Bachelor,3.0,37.0,25,16,4.171539407934467,Finance,38.83775282659682,2021,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,IT,Male,38,Analyst,Bachelor,4.0,58.0,0,8,3.919618023530981,Retail,59.0284210948396,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
Pennsylvania,Sales,Male,38,Coordinator,Bachelor,5.0,42.0,50,1,2.463097303249397,Consulting,78.74625782196287,2021,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Ohio,Finance,Male,44,Specialist,,4.0,41.0,0,8,3.983861161540852,Consulting,62.13600203562091,2016,5.05,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Ohio,IT,Female,26,Specialist,Bachelor,3.0,41.0,50,10,3.6117011811636655,Telecommunications,42.82620116507978,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Michigan,Marketing,Female,22,Coordinator,Bachelor,5.0,35.0,0,9,1.855829829388996,Technology,37.67529734826096,2004,7.016666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
Texas,Operations,Female,40,Team Lead,Master,5.0,47.0,75,16,1.5798032159152893,Technology,49.99571094040665,2009,7.566666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,HR,Female,22,Team Lead,Master,4.0,47.0,0,17,3.9646918121379855,Finance,32.94749521219708,2008,5.458333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Legal,Female,58,Coordinator,Bachelor,2.0,58.0,0,12,3.183303896900333,Telecommunications,60.758798065174034,2009,11.141666666666666,California,73.50427350427351,16.23931623931624,27.350427350427353
California,HR,Male,50,Specialist,Master,3.0,53.0,100,13,3.859297765310715,Telecommunications,55.16355502442313,2012,10.375,California,73.50427350427351,16.23931623931624,27.350427350427353
Texas,Operations,Female,28,Specialist,Bachelor,2.0,59.0,100,1,4.458195364196461,Telecommunications,62.735015440279966,2013,6.25,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Operations,Female,44,Analyst,,2.0,42.0,100,2,3.8036609686552216,Technology,44.11488386984774,2020,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Ohio,Finance,Male,48,Analyst,Bachelor,5.0,40.0,0,14,2.2606725302882853,Education,48.10031734820036,2012,7.408333333333334,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Operations,Male,60,Manager,Bachelor,3.0,40.0,50,7,2.856721379711862,Consulting,42.76639412479767,2015,5.716666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Operations,Female,42,Analyst,High School,2.0,34.0,100,15,3.355581128272265,Technology,34.4235403540045,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Operations,Female,52,Developer,Bachelor,3.0,51.0,75,7,2.950097579983437,Healthcare,54.90953336731318,2022,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Operations,Male,60,Team Lead,Bachelor,5.0,55.0,75,10,2.0126608426033643,Education,46.35478915214383,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,HR,Male,51,Manager,Bachelor,3.0,43.0,0,16,3.819056415489865,Consulting,43.6091952322008,2004,7.016666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Sales,Male,28,Manager,High School,5.0,47.0,25,17,3.7008890031864783,Retail,51.30237636176345,2016,4.8500000000000005,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,HR,Female,22,Analyst,Master,5.0,41.0,25,8,2.760045913366382,Technology,80.0,2004,5.808333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Engineering,Female,54,Analyst,Master,5.0,45.0,0,9,2.7777837999704644,Retail,77.00851378279754,2004,4.758333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,Engineering,Female,36,Specialist,Bachelor,3.0,59.0,75,4,2.85633516732289,Healthcare,61.23358126160929,2008,8.041666666666666,Michigan,55.55555555555556,0.0,22.22222222222222
California,IT,Male,50,Specialist,High School,5.0,36.0,0,1,2.736440417224114,Technology,78.47442938747771,2017,4.7749999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,Legal,Male,41,Manager,Bachelor,5.0,49.0,50,5,3.477235803032671,Technology,49.04909717275751,2019,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Legal,Male,24,Manager,High School,5.0,31.0,0,2,2.4643366643015696,Retail,54.60949632943445,2004,4.608333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Marketing,Female,32,Analyst,Master,4.0,40.0,50,5,2.2236474884612543,Telecommunications,41.50646365527979,2004,6.191666666666666,Illinois,76.0,16.0,16.0
Georgia,Finance,Female,44,Consultant,High School,4.0,47.0,75,8,2.824907300556045,Technology,45.083420711574725,2005,5.325,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,IT,Male,29,Manager,Bachelor,5.0,43.0,25,16,3.253982332411881,Retail,45.72651964869475,2019,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Operations,Female,22,Analyst,Bachelor,2.0,54.0,75,12,2.95891485657024,Consulting,44.64015027165148,2016,5.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
North Carolina,Finance,Female,41,Analyst,Bachelor,3.0,48.0,0,9,3.5705047143054336,Consulting,79.61433937213697,2018,4.083333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Finance,Male,51,Specialist,Bachelor,5.0,48.0,0,19,2.769100944488992,Telecommunications,48.52218448552727,2015,5.958333333333333,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Operations,Other,39,Manager,Master,3.0,42.0,50,15,3.007932179438356,Education,47.031191113115895,2019,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Finance,Female,41,Manager,Bachelor,3.0,44.0,0,5,1.641086281286232,Technology,44.8463511859013,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Sales,Male,60,Consultant,Master,2.0,38.0,100,18,3.9219110220527433,Finance,41.05712346014167,2022,7.106436781609196,Illinois,76.0,16.0,16.0
California,Operations,Male,57,Developer,High School,3.0,45.0,50,7,3.279162703652754,Finance,48.64241086634994,2015,6.2,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Customer Support,Male,28,Developer,Bachelor,3.0,30.0,50,16,4.200994241846107,Retail,49.10932232184733,2017,4.1499999999999995,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,HR,Female,37,Consultant,Bachelor,2.0,53.0,0,14,4.121018280632478,Healthcare,45.02811147845024,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,HR,Male,48,Manager,High School,3.0,45.0,50,17,2.8209771868232614,Consulting,47.53123357566843,2023,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Texas,IT,Female,34,Manager,Bachelor,4.0,30.0,0,3,3.164948661905484,Telecommunications,89.0,2008,4.825,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,HR,Male,27,Analyst,Master,2.0,48.0,50,3,2.010458780406335,Telecommunications,52.05084312509357,2019,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Legal,Female,44,Consultant,Master,5.0,43.0,0,5,2.7637561281721106,Technology,45.373516070799205,2008,6.308333333333334,Illinois,76.0,16.0,16.0
California,Customer Support,Male,56,Manager,High School,4.0,44.0,0,17,1.5660580663296677,Education,47.92171155673476,2009,11.141666666666666,California,73.50427350427351,16.23931623931624,27.350427350427353
New York,Operations,Female,38,Team Lead,Bachelor,2.0,58.0,75,18,2.3623102387568937,Technology,46.10732637231074,2004,5.808333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Engineering,Male,29,Manager,High School,2.0,47.0,75,6,2.3521947539047297,Technology,46.93876675046851,2014,7.5,California,73.50427350427351,16.23931623931624,27.350427350427353
Michigan,Customer Support,Female,52,Developer,Bachelor,5.0,48.0,0,16,2.847501638057959,Technology,52.254988119475314,2014,7.233333333333333,Michigan,55.55555555555556,0.0,22.22222222222222
Florida,Customer Support,Male,42,Team Lead,Master,5.0,49.0,50,11,4.16168008089752,Retail,51.96746960974394,2016,4.825,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Customer Support,Female,39,Consultant,Bachelor,5.0,39.0,0,3,3.286824447517717,Education,39.17564660499697,2011,7.925,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Georgia,Engineering,Male,22,Team Lead,Bachelor,5.0,55.0,0,4,3.21937100594703,Finance,58.06521642474844,2023,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Legal,Male,57,Coordinator,High School,3.0,44.0,0,6,3.522283176727226,Technology,45.96663509464817,2005,5.908333333333334,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,HR,Female,48,Team Lead,High School,4.0,37.0,50,17,3.0758056614605027,Healthcare,37.57603069806255,2009,10.575000000000001,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Operations,Male,37,Coordinator,High School,3.0,41.0,0,5,4.229858659872022,Telecommunications,69.28150801962934,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,HR,Male,52,Coordinator,Bachelor,5.0,35.0,75,17,4.298388648596181,Technology,84.83599652804007,2023,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Finance,Male,50,Consultant,Bachelor,4.0,33.0,0,4,3.2077993465093195,Healthcare,34.75627140762972,2018,4.0,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Finance,Female,55,Manager,High School,5.0,44.0,50,6,2.7107448061639734,Consulting,55.60751418933674,2017,4.7,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Operations,Female,23,Manager,High School,5.0,38.0,0,4,3.783296719656885,Telecommunications,53.3645698339098,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,IT,Other,30,Team Lead,High School,4.0,35.0,0,7,2.931718461845429,Telecommunications,50.81344349500041,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Engineering,Female,45,Coordinator,Bachelor,5.0,32.0,0,19,4.085439108910413,Healthcare,83.0,2010,11.033333333333333,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,Finance,Female,44,Manager,Master,4.0,42.0,75,11,3.3101297425952163,Finance,76.10725616110389,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Finance,Female,38,Analyst,Bachelor,3.0,49.0,75,3,4.517463290749641,Retail,49.81999987071714,2010,8.591666666666667,New York,73.17073170731707,14.634146341463413,19.51219512195122
Michigan,Operations,Female,56,Coordinator,Bachelor,4.0,42.0,0,18,1.633601114584325,Telecommunications,46.113843197164286,2023,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Texas,Finance,Female,25,Manager,High School,3.0,38.0,0,17,3.5299147549912178,Consulting,59.71031267025882,2013,6.25,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Pennsylvania,Marketing,Male,37,Analyst,Bachelor,3.0,42.0,0,5,3.871653019786488,Retail,42.75574377519777,2014,5.875,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Pennsylvania,Operations,Male,41,Consultant,Bachelor,2.0,59.0,100,9,3.0575072271711603,Technology,63.01492300091857,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
